PART,CONDITION
FAULTY MTR,REPLACE
FAULTY MTR,REPLACE
FAULTY MTR,REPLACE
FAULTY MTR,REPLACE
SIGHT GLASS,BROKEN
SIGHT GLASS,BROKEN
MOTOR,BURNT
SEAL,LEAKS
FILTER,DIRTY
FCU BELT,REPLACEMENT
Not Detected,DAMAGE
Not Detected,DAMAGE
MAGNAHELIC GUAGE,INOP
BELTS,WORN
BELTS,WORN
BELTS,WORN
BELTS,WORN
BELTS,WORN
SUPPLY VENTILATION MOTOR,Not Detected
OIL FILTERS,Not Detected
OIL FILTERS,Not Detected
OIL FILTERS,Not Detected
PIPING,LEAK
O VLV,LEAKAGE OF CHW
OVERLOAD,INOPERABLE
LAGGING,DETERIORATED
REQUIRES BEARINGS,Not Detected
REQUIRES BEARINGS,Not Detected
FAN ASSY,MISSING
AC RELIEF VALVE,Not Detected
FILTER,REPLACEMENT
AMP C,FAULTY
LAGGING,REPLACEMENT
STARTER,Not Detected
SPEAKER,FAULTY
SPEAKER,FAULTY
Not Detected,Not Detected
THUMB TACK,MISSING
WILL,NOT RESET
HEAT EXCHNAGER,RUPTURED
CAPACITOR,Not Detected
MATERIAL,Not Detected
Not Detected,INOP
FCU,NEEDS FILTERS
FCU,NEEDS FILTERS
FCU,NEEDS FILTERS
COIL,NEEDS FILTER
Not Detected,GROUNDED
DUST BOOT,MISSING
THERMAL OVERLOAD,Not Detected
THERMAL OVERLOAD,Not Detected
REQUIRES FILTERS,Not Detected
REQUIRES FILTERS,Not Detected
MAC UNIT,NEEDS FILTER
MAC UNIT,NEEDS FILTER
MOTOR BELT,Not Detected
FCU FILTERS,DEGRADED
FCU FILTERS,DEGRADED
FCU,INOP
Not Detected,CONT
PUSHBUTTON,BROKEN
FCA FAN BLADE,BROKEN
SWITCH,DEGRADED
FILTER VENT COVER,MISSING
CONDENSER CLEANING,Not Detected
FCU THERMOSTAT,Not Detected
FILTERS,REPLACE
Not Detected,Not Detected
ACTUATOR,Not Detected
TORN BELTS,Not Detected
FILTERS,DIRTY
PRESSURE SWITCH,INOP
FCU FILTERS,DEGRADED
FCU FILTERS,DEGRADED
FCU FILTER,DEGRADED
AIR FILTER,DEGRADED
AIR FILTERS,DEGRADED
AIR FILTERS,DEGRADED
AIR FILTERS,DEGRADED
AIR FILTERS,DEGRADED
O-RING,DEGRADED
26MC,INOPERABLE
NEGATIVE GROUND,Not Detected
FCU,DIRTY
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
SWITCH,OUT OF CAL
PEANUT BULBS,FAILED
PEANUT BULBS,FAILED
MDFP,LIGHT OUT
GOING,Not Detected
VALVE,REQUIRES
Not Detected,Not Detected
Not Detected,POOR
AIR FILTER,DEGRADED
UNIT COOLER,Not Detected
TO OPERATE,Not Detected
TO OPERATE,Not Detected
OF PIPE,CRACK
FILTERS,WORN
FILTERS,WORN
FAN 104A MOTOR BEARING FAILURE,Not Detected
AIR FILTERS,Not Detected
AIR FILTERS,Not Detected
FCU,REFURBISH
AIR,COLD
CORROSION CONTROL,Not Detected
AIRFLOW ALARMS,Not Detected
AIRFLOW ALARMS,Not Detected
AC CHW PUMP,Not Detected
AC CHW PUMP,Not Detected
SWITCH,REJECTED
Not Detected,Not Detected
FCU FILTERS,REPLACEMENT
EXPOSED,Not Detected
Not Detected,LEAK
AC UNIT,LEAKING
LAGGING,Not Detected
AIR FILTER,DIRTY
PAPER,REQUIRED
VENTILATION,Not Detected
SW STRAINER,LEAKING
SW STRAINER,LEAKING
PUMP,DEGRADED
PUMP,DEGRADED
FILTER,REPLACEMENT
VLV,LEAKING
Not Detected,LACK OF TOOLS
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
Not Detected,ACCOMPLISH
FILTER,WORN
SWITCH,BROKEN
THERMOSTAT AND SENSOR,MISSING
TORN,Not Detected
TORN,Not Detected
TORN,Not Detected
TORN,Not Detected
TORN,Not Detected
GASKET,DAMAGED
Not Detected,REQUIRE
Not Detected,REQUIRE
Not Detected,REQUIRE
Not Detected,REQUIRE
Not Detected,REQUIRE
Not Detected,Not Detected
CALL STATION,GROUNDED
1MC SPEAKER,DEGRADED
Not Detected,WORN BATTERY
Not Detected,WORN BATTERY
PAPER,Not Detected
VENT SYSTEM,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
FILTER,WORN
FILTER,WORN
FILTER,WORN
PRESS XMTR,Not Detected
Not Detected,MOUNTING
LIGHTING FIXTURE,CORRODED
CABLE CLAMPS,CORRODED
Not Detected,ONLY
VENT OOC,Not Detected
FILTER,REPLACEMENT
FILTER,REPLACEMENT
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
FCU SPRAYING,Not Detected
MCP,REPLACEMENT
OIL FILTER,DEGRADED
FCU BERTHING,Not Detected
Not Detected,CABLE
AIR FILTERS,REPLACE
FCU BOLTS,MISSING
FAN BELTS,BROKEN
FAN BELT,BROKEN
VENT GRATE,MISSING
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
MOTOR,BROKEN
FCU FILTERS,Not Detected
BURNED CONTACTOR,Not Detected
BURNED CONTACTOR,Not Detected
Not Detected,NO FILTER
Not Detected,NO FILTER
Not Detected,PMS
VENTILATION,INOP
VENTILATION,INOP
VENTILATION,INOP
MAINTAIN VACCUM,FAILED
FILTERS,DEGRADED
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
FILTER,REPLACEMENT
AIR FILTERS,DIRTY
AIR FILTER,MISSING
AIR FILTERS,DETERIORATED
Not Detected,Not Detected
Not Detected,Not Detected
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
FCU FILTER,REPLACEMENT
Not Detected,HAND WHEEL
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
FITTING,REQUIRED
AIR FILTER,Not Detected
VENTILATION FILTERS,Not Detected
FILTERS,DEGRADED
Not Detected,PMS
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
FILTERS,Not Detected
OFAN TOO,Not Detected
VENT COVER,REPLACEMENT
CAP FUSEHOLDER,Not Detected
FCU FILTER,DEGRADED
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
Not Detected,LIGHT OUT
1MC ALARM IND LIGHTS,INOP
46MC STATION,NO COMMS
46MC STATION,NO COMMS
STA 12B,46MC
LABEL,MISSING
SPEAKERS,SEVERELY DEGRADED
FILTER,DIRTY
FILTER,DIRTY
A/C COMPRESSOR MOTOR,Not Detected
Not Detected,Not Detected
FCU,LEAKING
ALIGN FCU,Not Detected
FCU NEED FILTER,Not Detected
FCU NEED FILTER,Not Detected
FCU NEED FILTER,Not Detected
FCU NEED FILTER,Not Detected
FCU NEED FILTER,Not Detected
Not Detected,INOP
AIR FILTERS,DEGRADED
AIR FILTERS,DEGRADED
FAN MTR,Not Detected
FCU LEAKS,Not Detected
FCU LEAKS,Not Detected
Not Detected,CONDENSATION
Not Detected,WORN OUT FILTER
Not Detected,WORN OUT FILTER
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU,Not Detected
Not Detected,CABLING
SHAFT,DEGRADED
Not Detected,OUT OF CALIBRATION
Not Detected,'S
MOTOR,OOC
VENT DAMPER,WONT OPEN
Not Detected,INOP
MOTOR,INOP
MOTOR,INOP
VENT DIFFUSER,MISSING
BELTS,NEEDED
BELTS,NEEDED
1MC SPEAKER,INOP
SPEAKER,FAULTY
SPEAKER,FAULTY
SPEAKER,FAULTY
SPEAKER,FAULTY
BENT PIPING,Not Detected
FCU,INOP
HEAT EXCHANGER,RUPTURED
HEAT EXCHANGER,RUPTURED
UPS BATTERY,REPLACE
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
AC MAIN COMPR CONTACTS,Not Detected
VENTILATION,INOP
AMPLIFIER,DAMAGED
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
AIR FILTER,Not Detected
5MC,Not Detected
BENT REGULATOR,Not Detected
VAN AXIAL FAN,Not Detected
FILTER,DIRTY
FILTER,DIRTY
BELT,BROKEN
Not Detected,DUCT
-HEATER,Not Detected
ALARM LTG FAIL,Not Detected
POWER,DURING
POWER,DURING
DESIGN,FAULTY
PAO TESTING,Not Detected
COIL,WORN
AC 2 CHW,DEGRADED
FCU FILTERS,DEGRADED
FAN COIL ASSEMBLY FILTERS,Not Detected
NEW FILTERS,Not Detected
TEMP VENTILATION,REQUIRED
SYSTEM,LEAKING
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
SWITCH,DEGRADED
TALK STATION,DEGRADED
HANDWHEEL,DAMAGED
FILTERS,DIRTY
FILTERS,DIRTY
CW ISO VLV,LEAK
FILTER ACCESS GASKET,DAMAGE
Not Detected,CARDS
Not Detected,FAULTY
BEARINGS,DEGRADED
Not Detected,NO.2 FAIL
Not Detected,NO.2 FAIL
SWITCH,Not Detected
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
REGULATING VLV,LEAKS
VLV,LEAKS
STEAM,LEAKING
Not Detected,LOCKED
GEARBOX AND,REPLACE
NEW FILTERS,Not Detected
NEW FILTERS,Not Detected
MOTOR,BURNED
SHAFT,Not Detected
SUPPLY FAN NOT ACCESSIBLY,Not Detected
Not Detected,Not Detected
STRAIN INOPT,Not Detected
FAN BELTS,BROKEN
FAN BELTS,BROKEN
FCU,REFURBISH
ALARM LIGHT,INOPERABLE
Not Detected,LIGHT CONSTANTLY
Not Detected,LIGHT CONSTANTLY
AIR FILTERS.,Not Detected
CW VALVE,LEAKING
LOUDSPEAKER,INAUDIBLE
FILTERS,DIRTY
FILERS,DIRTY
SUPPLY,Not Detected
AC FAILS,Not Detected
AC FAILS,Not Detected
AC FAILS,Not Detected
AC FAILS,Not Detected
SCREWS,MISSING
VENTILATION,Not Detected
VENTILATION,Not Detected
Not Detected,LOCKED
FAN COIL UNIT,SEIZED
FAN COIL UNIT,LEAKING
FAN COIL UNIT,SEIZED
FAN COIL UNIT,SEIZED
FAN COIL UNIT SCEWS,SEIZED
Not Detected,PAINT
Not Detected,PAINT
MOTOR,NEEDS TO BE REWOUND
MOTOR,NEEDS TO BE REWOUND
MOTOR,NEEDS TO BE REWOUND
MOTOR,NEEDS TO BE REWOUND
FILTERS,REQUIRED
FILTERS,REQUIRED
FILTERS,REQUIRED
FILTERS,REQUIRED
FILTERS,REQUIRED
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
1MC LOUDSPEAKER,WORN
KNOBS,MISSING
FASTENING SCREWS,MISSING
POWER,FAULT
Not Detected,WORN GASKET
SCREW AND INDICATOR,MISSING
SCREW AND INDICATOR,MISSING
SCREW AND INDICATOR,MISSING
DEHYDRATOR,REPLACEMENT
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
Not Detected,BATTERIES
Not Detected,DOOR
VENTILATION,FAULTY
FILTERS,DIRTY
BATTERY,REQUIRED
Not Detected,POP
FCU,Not Detected
Not Detected,Not Detected
MOTOR,OOC
MTR CONTROLLER,NEEDS OVERHAUL
MTR CONTROLLER,NEEDS OVERHAUL
MTR CONTROLLER,NEEDS OVERHAUL
Not Detected,DAMAGED
Not Detected,NO RUNNING
SWITCH,BROKEN
DAMPER CONTROL SWITCH,BROKEN
VENTILATION MOTOR,SEIZED
CONDUCT,PMS
FAN COOLER,Not Detected
FAN COIL,MAINTENANCE PARTS
PAPER,REQUIRED
STEAM VALVE,LEAKING
Not Detected,Not Detected
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
AIR FILTER,WORN
Not Detected,Not Detected
BELT,WORN
BELT,WORN
BELT,WORN
BELT,WORN
BELT,WORN
BELT,WORN
BELT,WORN
BELT,WORN
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
Not Detected,INOP
5MC,INOP
AIR FILTER,DEGRADED
LAGGING,LEAKING
AIR FILTERS,DIRTY
1MC,INOP
FCU FILTERS,DEGRADED
Not Detected,FAULTY
Not Detected,FAULTY
Not Detected,DEPLETED
SPEAKERS,Not Detected
FCA BELTS,DAMAGED
STEAM LINE,RUPTURED
FILTER,DEGRADED
FILTER,DEGRADED
FCU FILTER,REQD
FCU FILTER,REQD
FCU FILTER,Not Detected
FCU FILTER,Not Detected
PULLY,BROKEN
CIRCUIT CARD,FAULTY
RACK FANS,REPLACEMENT
RACK FANS,REPLACEMENT
FACEPLATE,FABRICATION
FILTER,WORN
STUDS,BROKEN
FCA BOLT,BROKEN
LOUDSPEAKER,FAULTY
5MC LOUDSPEAKER,DEGRADED
5MC LOUDSPEAKER,DEGRADED
5MC LOUDSPEAKER,DEGRADED
Not Detected,LIGHTS OUT
ARE,DEGRADED
A/C MTR CONT.,MAINTENACE
A/C MTR CONT.,MAINTENACE
CONVECTOR,BROKEN
TEMP SWITCH,INOP
LAGGING,DEGRADED
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FUSES,MISSING
AC GROOMING,Not Detected
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FILTERS,ORDER
FCU BEARINGS,Not Detected
Not Detected,LIGHT OUT
Not Detected,LACK OF FILTERS
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
AIR FILTER,DIRTY
Not Detected,INOP
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
MAC UNIT,BROKEN
FILTERS,DEGRADED
FCU FILTERS,DEGRADED
DUCTING AND SPACE,CORROSION
FILTERS,REPLACEMENT
FILTERS,REPLACE
FILTERS,REPLACE
AIR FILTERS,DEGRADED
AIR FILTERS,DEGRADED
AIR SUPPLY SYSTEM,CRACKED
VENT,INOP
OIL SWITCH,FAILED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
TUBE,RUPTURED
BEARINGS,DAMAGED
TRANSDUCER,DEGRADED
ALUMINUM SLEEVING,Not Detected
COND DRAIN VALVE,LEAKS
COND DRAIN VALVE,LEAKS
CW FLOWMETER,FAULTY
SUPPLY VENTILATION,INOP
EXHAUST VENTILATION,Not Detected
EXHAUST VENTILATION,Not Detected
VENT CONT,MISSING
DISPOSABLE FILTERS,REPLACE
DISPOSABLE FILTERS,REPLACE
DISPOSABLE FILTERS,REPLACE
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
SWITCHES,CORRODED
Not Detected,Not Detected
STEAM HEATER,LEAK
HEPA FILTERS,DEGRADED
Not Detected,Not Detected
FILTERS,REQUIRED
FILTERS,REQUIRED
FILTERS,REQUIRED
ELEMENT,MISSING
ELEMENT,MISSING
MONITOR PANEL,INOP
MONITOR PANEL,INOP
AIR FILTER,ORDER
VENT FAN,INOP
FAN MOTOR,INOP
FAN COIL UNIT,DAMAGED
FAN COIL UNIT,DAMAGED
FAN COIL UNIT,DAMAGED
FAN COIL UNIT,DAMAGED
Not Detected,FAILED
HEAT EXCHANGER,RUPTURED
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
COIL GASKET,BLOWN
COIL GASKET,BLOWN
COIL GASKET,BLOWN
COIL GASKET,BLOWN
COIL GASKET,BLOWN
FCA,INOP
AIR FILTER,ORDER
AIR FILTER,REQUIRED
AIR FILTER,REQUIRED
FCU MISSING,GROUNDING
FAN MOTOR,BROKEN
VENTILATION DIFFUSERS,REPLACE
HEATING ELEMENT,OPEN
Not Detected,Not Detected
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
FAN COOLER UNIT,BROKEN
MICROPHONE,BROKEN
MOTOR,SEIZED
MOTOR,SEIZED
MOTOR,SEIZED
VENT DIFFUSERS,BROKEN
LIGHTING COVER,BROKEN
PRESERVATION,Not Detected
FILTER,DIRTY
FCU AIR FILTERS,Not Detected
Not Detected,TESTING
FAN COIL UNIT,WORN FILTERS
FAN COIL,WORN FILTERS
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTER,WORN
AIR FILTER,WORN
THERMISTOR,Not Detected
THERMOSTAT,INOPERABLE
RELAY,INOPERABLE
Not Detected,LEAKING
MOTOR AND FAN BLADE,DAMAGED
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
CONTACTS,WORN
STRAP,NO GROUNDING
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
SWITCH,Not Detected
DRIP PAN,RUPTURED
COOLING COIL,CLOGGED
MAC 2-212-1TRIPPING OVERLOADS,Not Detected
Not Detected,OF LIGHTS
DEFECTIVE,Not Detected
Not Detected,ORDER
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
SIGHT GLASS,LEAK
THERMISTERS,FAULTY
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
FILTER,DAMAGED
CW ISO VLV,LEAK
Not Detected,EQUIPMENT
CW ISO VLV,LEAK
CW ISO VLV,LEAK
CW ISO VLV,LEAK
CW ISO VLV,LEAK
PRESSURE SWITCH,REPLACE
PRESSURE SWITCH,REPLACE
HANDSET,MISSING
HANDSET,MISSING
MIC,DEGRADED
MIC,DEGRADED
RELAYS,DEGRADED
7PT TRANSDUCER,REPLACE
FCA,INOP
SLACK EXCESSIVE,ROPE
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
FCU FILTER,DEGRADED
ACCOMPLISH SCD,Not Detected
DUCT HEATER,INOPERABLE
FILTERS,Not Detected
AIR FILTERS,DIRTY
AIR FILTERS,DIRTY
AIR FILTERS,DIRTY
SW WATER,CLOGGED
SW WATER,CLOGGED
NEED REPLACED,Not Detected
Not Detected,LIGHT
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
AIR FILTERS,WORN
Not Detected,PARTS
AND PRESERVATION,PAINT
PAS FILTERS,Not Detected
MTR CONT INDICATOR,MISSING
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FCU,WORN
FILTER,DEGRADED
Not Detected,CABLING
DEPLETED INVENTORY,Not Detected
ALARM PANEL,INOP
ALARM PANEL,INOP
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
FCU FILTERS,DIRTY
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
TRV'S,INOP
BELTS,WORN
BELTS,WORN
FCU,MAINTENANCE
FCU,MAINTENANCE
FCU,MAINTENANCE
